	Timestamp	Price	MarketCap	TotalVolumes	TimestampMod	date	year	month	day	hour	minute	second
141	1692489600000	21.878330239316607	8915137095.359207	254181454.34625465	1692489600.0	2023-08-20 00:00:00	2023	8	20	0	0	0
142	1692576000000	21.747537100837746	8865949897.077328	199999876.15221682	1692576000.0	2023-08-21 00:00:00	2023	8	21	0	0	0
143	1692662400000	21.20210914644501	8654520275.407608	350405754.29350466	1692662400.0	2023-08-22 00:00:00	2023	8	22	0	0	0
144	1692748800000	20.55389205635584	8370856986.385249	424951194.90933454	1692748800.0	2023-08-23 00:00:00	2023	8	23	0	0	0
145	1692835200000	21.672558527450196	8838275066.484407	427963737.73245025	1692835200.0	2023-08-24 00:00:00	2023	8	24	0	0	0
146	1692921600000	21.02615201908747	8571674305.076569	333451385.7319252	1692921600.0	2023-08-25 00:00:00	2023	8	25	0	0	0
147	1693008000000	20.392834533596297	8310249527.262404	282555497.36793965	1693008000.0	2023-08-26 00:00:00	2023	8	26	0	0	0
148	1693094400000	20.27381527104058	8261560411.31751	152284092.6245007	1693094400.0	2023-08-27 00:00:00	2023	8	27	0	0	0
149	1693180800000	20.781187138711672	8479951511.884242	188402423.45091224	1693180800.0	2023-08-28 00:00:00	2023	8	28	0	0	0
150	1693267200000	20.562540137575354	8388087449.848007	220500272.41120887	1693267200.0	2023-08-29 00:00:00	2023	8	29	0	0	0
151	1693353600000	21.756889820182593	8863938813.844702	532103194.01834327	1693353600.0	2023-08-30 00:00:00	2023	8	30	0	0	0
152	1693440000000	20.840938892992455	8515043630.644387	325877638.4482804	1693440000.0	2023-08-31 00:00:00	2023	8	31	0	0	0
153	1693526400000	19.73118602186944	8053897659.792566	400346096.9059848	1693526400.0	2023-09-01 00:00:00	2023	9	1	0	0	0
154	1693612800000	19.339387541129707	7901833889.253324	315356701.07955533	1693612800.0	2023-09-02 00:00:00	2023	9	2	0	0	0
155	1693699200000	19.46854293968664	7955183284.391823	211960136.35665137	1693699200.0	2023-09-03 00:00:00	2023	9	3	0	0	0
156	1693785600000	19.57639006334943	8013423697.4014635	180893228.87571305	1693785600.0	2023-09-04 00:00:00	2023	9	4	0	0	0
157	1693872000000	19.491905828235154	7962785355.880494	252214726.68620986	1693872000.0	2023-09-05 00:00:00	2023	9	5	0	0	0
158	1693958400000	20.270462383722805	8282664538.733198	411485050.0616829	1693958400.0	2023-09-06 00:00:00	2023	9	6	0	0	0
159	1694044800000	19.625034431663497	8025176936.509907	337212061.34614104	1694044800.0	2023-09-07 00:00:00	2023	9	7	0	0	0
160	1694131200000	19.887886504760793	8138224259.182586	268560276.5563723	1694131200.0	2023-09-08 00:00:00	2023	9	8	0	0	0
161	1694217600000	19.59598499714458	8024651915.709034	241627736.94050872	1694217600.0	2023-09-09 00:00:00	2023	9	9	0	0	0
162	1694304000000	19.440479779530477	7988672928.157753	113878317.5432121	1694304000.0	2023-09-10 00:00:00	2023	9	10	0	0	0
163	1694390400000	18.241559982955604	7496074227.315406	555163596.9224107	1694390400.0	2023-09-11 00:00:00	2023	9	11	0	0	0
164	1694476800000	17.705129864271623	7268358215.03846	400434707.3776181	1694476800.0	2023-09-12 00:00:00	2023	9	12	0	0	0
165	1694563200000	17.94444618355289	7368626584.271517	389593246.32070786	1694563200.0	2023-09-13 00:00:00	2023	9	13	0	0	0
166	1694649600000	18.403573351427394	7551673475.282736	390062108.0243038	1694649600.0	2023-09-14 00:00:00	2023	9	14	0	0	0
167	1694736000000	18.829900592345915	7743475445.815018	369004294.7870687	1694736000.0	2023-09-15 00:00:00	2023	9	15	0	0	0
168	1694822400000	19.17312182700796	7883263120.700344	220573537.50007787	1694822400.0	2023-09-16 00:00:00	2023	9	16	0	0	0
169	1694908800000	19.126902793634855	7864717942.885944	148168222.59819412	1694908800.0	2023-09-17 00:00:00	2023	9	17	0	0	0
170	1694995200000	18.803112818374224	7720289269.964434	124252102.72247562	1694995200.0	2023-09-18 00:00:00	2023	9	18	0	0	0
171	1695081600000	19.64014703071697	8081231238.22347	352014217.12332475	1695081600.0	2023-09-19 00:00:00	2023	9	19	0	0	0
172	1695168000000	20.04209873431388	8242770208.209753	290189000.34149134	1695168000.0	2023-09-20 00:00:00	2023	9	20	0	0	0
173	1695254400000	20.287247895504184	8357683264.676293	262866309.89747557	1695254400.0	2023-09-21 00:00:00	2023	9	21	0	0	0
174	1695340800000	19.470117691401224	8032276838.132356	292386180.04326856	1695340800.0	2023-09-22 00:00:00	2023	9	22	0	0	0
175	1695427200000	19.437726515592722	8027260379.11194	202514150.67340213	1695427200.0	2023-09-23 00:00:00	2023	9	23	0	0	0
176	1695513600000	19.47116415036064	8029339259.552218	118397178.4958432	1695513600.0	2023-09-24 00:00:00	2023	9	24	0	0	0
177	1695600000000	19.351752066049695	7984839330.184492	127718771.41655114	1695600000.0	2023-09-25 00:00:00	2023	9	25	0	0	0
178	1695686400000	19.394881050820743	8001387575.2221575	185810718.58044255	1695686400.0	2023-09-26 00:00:00	2023	9	26	0	0	0
179	1695772800000	19.01708701773738	7853875935.402948	206867879.9211672	1695772800.0	2023-09-27 00:00:00	2023	9	27	0	0	0
180	1695859200000	19.12786529422154	7889113032.339973	240306166.06628406	1695859200.0	2023-09-28 00:00:00	2023	9	28	0	0	0
181	1695945600000	19.94620329719107	8237778276.828282	292672977.9767457	1695945600.0	2023-09-29 00:00:00	2023	9	29	0	0	0
182	1696032000000	20.294161364007895	8380719360.271232	261043004.35269776	1696032000.0	2023-09-30 00:00:00	2023	9	30	0	0	0
183	1696118400000	21.387052432956956	8834603606.720219	378177852.7042039	1696118400.0	2023-10-01 00:00:00	2023	10	1	0	0	0
184	1696204800000	23.88149631052896	9910925871.881264	718136084.2409812	1696204800.0	2023-10-02 00:00:00	2023	10	2	0	0	0
185	1696291200000	23.40994675528492	9664238003.259367	761548241.0737458	1696291200.0	2023-10-03 00:00:00	2023	10	3	0	0	0
186	1696377600000	23.546636568867523	9737914093.265001	741310161.2129006	1696377600.0	2023-10-04 00:00:00	2023	10	4	0	0	0
187	1696464000000	23.14279023721254	9569979650.531218	493664590.5015571	1696464000.0	2023-10-05 00:00:00	2023	10	5	0	0	0
188	1696550400000	22.719916973389385	9392479523.673967	397587747.142302	1696550400.0	2023-10-06 00:00:00	2023	10	6	0	0	0
189	1696636800000	23.43163795467068	9685255629.751097	496792045.69639635	1696636800.0	2023-10-07 00:00:00	2023	10	7	0	0	0
190	1696723200000	23.293820293560618	9647364228.421127	318412075.87768364	1696723200.0	2023-10-08 00:00:00	2023	10	8	0	0	0
191	1696809600000	23.24916669447795	9627275562.372828	235111764.89452532	1696809600.0	2023-10-09 00:00:00	2023	10	9	0	0	0
192	1696896000000	22.11144636191878	9168609907.058208	400926255.71746325	1696896000.0	2023-10-10 00:00:00	2023	10	10	0	0	0
193	1696982400000	22.10708097425926	9168430059.589134	273654373.8543851	1696982400.0	2023-10-11 00:00:00	2023	10	11	0	0	0
194	1697068800000	21.96097231022005	9129830090.478773	316248781.1667089	1697068800.0	2023-10-12 00:00:00	2023	10	12	0	0	0
195	1697155200000	21.26544011226295	8859183055.63427	314816782.1866703	1697155200.0	2023-10-13 00:00:00	2023	10	13	0	0	0
196	1697241600000	21.826473760164795	9083240237.427359	310146737.3899081	1697241600.0	2023-10-14 00:00:00	2023	10	14	0	0	0
197	1697328000000	22.00456614346382	9161744653.181892	202215869.99082258	1697328000.0	2023-10-15 00:00:00	2023	10	15	0	0	0
198	1697414400000	21.916231700248684	9125622303.79429	204660747.35315484	1697414400.0	2023-10-16 00:00:00	2023	10	16	0	0	0
199	1697500800000	23.981381940492962	10055584865.075695	806897436.5548655	1697500800.0	2023-10-17 00:00:00	2023	10	17	0	0	0
200	1697587200000	23.971056117737877	9983521264.639666	581667581.4015583	1697587200.0	2023-10-18 00:00:00	2023	10	18	0	0	0
201	1697673600000	23.434057784969053	9758507265.818256	429121366.3134514	1697673600.0	2023-10-19 00:00:00	2023	10	19	0	0	0
202	1697760000000	24.942676655920565	10349453104.808008	770082609.2504172	1697760000.0	2023-10-20 00:00:00	2023	10	20	0	0	0
203	1697846400000	27.034557905425466	11290615048.676315	1036997952.8813083	1697846400.0	2023-10-21 00:00:00	2023	10	21	0	0	0
204	1697932800000	29.355573342373983	12239407592.026327	1290662076.6585624	1697932800.0	2023-10-22 00:00:00	2023	10	22	0	0	0
205	1698019200000	29.02138704288216	12075671557.596724	768780749.3080908	1698019200.0	2023-10-23 00:00:00	2023	10	23	0	0	0
206	1698105600000	31.736583271682292	13367364108.913492	1754698377.2423136	1698105600.0	2023-10-24 00:00:00	2023	10	24	0	0	0
207	1698192000000	30.133994925651603	12604514716.68563	1555849834.6326745	1698192000.0	2023-10-25 00:00:00	2023	10	25	0	0	0
208	1698278400000	32.405323087903845	13543276725.776272	1583606743.0827258	1698278400.0	2023-10-26 00:00:00	2023	10	26	0	0	0
209	1698364800000	32.71431713179988	13696100439.031744	1151811976.6829984	1698364800.0	2023-10-27 00:00:00	2023	10	27	0	0	0
210	1698451200000	31.765434430978374	13322929646.105707	991685345.9089792	1698451200.0	2023-10-28 00:00:00	2023	10	28	0	0	0
